episode,reward,average_reward,average_loss,epsilon,buffer_size,evaluation_reward
437,222.0,178.55,3.576231867209211,0.11186295456362313,40239,
438,296.0,180.62,3.521055729606667,0.11130363979080501,40535,
439,183.0,181.55,4.096096575097308,0.11074712159185099,40718,
440,244.0,183.75,4.57089360852222,0.11019338598389174,40962,
441,328.0,185.98,3.220162344142431,0.10964241905397228,41290,
442,312.0,188.42,3.912972185187615,0.10909420695870241,41602,
443,500.0,192.26,4.76772209662199,0.1085487359239089,42102,
444,16.0,191.2,1.708087258040905,0.10800599224428936,42118,
445,243.0,192.46,3.0325507972956687,0.10746596228306791,42361,
446,333.0,195.38,3.7181732328804404,0.10692863247165257,42694,
447,330.0,197.57,2.8522358268950923,0.1063939893092943,43024,
448,234.0,199.75,3.9642403264585724,0.10586201936274783,43258,
449,20.0,197.84,3.3447645038366316,0.10533270926593409,43278,
450,500.0,202.69,4.007096539318561,0.10480604571960442,43778,333.2
451,500.0,205.35,3.5632522605657577,0.1042820154910064,44278,
452,500.0,205.35,3.3781294692754744,0.10376060541355137,44778,
453,500.0,206.91,3.3208484220802785,0.1032418023864836,45278,
454,62.0,202.53,3.772242900825316,0.10272559337455119,45340,
455,500.0,207.39,3.948691605061293,0.10221196540767843,45840,
456,500.0,210.43,4.486164598464966,0.10170090558064004,46340,
457,34.0,208.97,8.790562426342683,0.10119240105273684,46374,
458,140.0,207.31,5.24656630307436,0.10068643904747315,46514,
459,500.0,208.61,5.3483455578386785,0.10018300685223579,47014,
460,475.0,210.06,4.363703521019534,0.0996820918179746,47489,
461,500.0,210.06,4.232687601834535,0.09918368135888474,47989,
462,27.0,209.04,15.527872329508817,0.09868776295209031,48016,
463,247.0,208.74,3.676572551309821,0.09819432413732986,48263,
464,388.0,210.57,4.834901958934425,0.09770335251664321,48651,
465,15.0,210.48,1.7917757550875346,0.09721483575406,48666,
466,500.0,213.55,5.693944108694792,0.09672876157528969,49166,
467,41.0,212.31,5.973067492246628,0.09624511776741324,49207,
468,183.0,212.06,3.8408313888669667,0.09576389217857617,49390,
469,500.0,213.56,5.366627651154995,0.09528507271768329,49890,
470,500.0,218.41,4.846973754823208,0.09480864735409487,50390,
471,47.0,218.74,10.931010104874348,0.0943346041173244,50437,
472,152.0,218.0,5.997503339263954,0.09386293109673778,50589,
473,365.0,220.35,7.1394426859404945,0.09339361644125409,50954,
474,179.0,219.06,5.42628657351659,0.09292664835904782,51133,
475,346.0,221.0,5.076846790063932,0.09246201511725258,51479,132.5
476,352.0,222.43,6.565262534655631,0.09199970504166631,51831,
477,321.0,223.52,4.1077914172986585,0.09153970651645797,52152,
478,500.0,228.33,5.316136220157146,0.09108200798387568,52652,
479,500.0,230.85,6.5490048822760585,0.0906265979439563,53152,
480,500.0,235.73,6.53267209854722,0.09017346495423652,53652,
481,22.0,234.58,2.9100023074583574,0.08972259762946533,53674,
482,87.0,233.12,8.093349717814347,0.089273984641318,53761,
483,68.0,231.4,3.9631099643952705,0.0888276147181114,53829,
484,500.0,236.04,7.3888317599892614,0.08838347664452084,54329,
485,500.0,237.04,5.396076920419931,0.08794155926129824,54829,
486,500.0,238.88,7.482722921162844,0.08750185146499175,55329,
487,500.0,242.06,5.351736735373735,0.08706434220766679,55829,
488,500.0,246.88,7.343224101960659,0.08662902049662846,56329,
489,46.0,244.83,2.7143993636836177,0.08619587539414532,56375,
490,500.0,246.23,7.53034550127387,0.08576489601717459,56875,
491,500.0,248.44,6.369552692472935,0.08533607153708872,57375,
492,106.0,246.35,6.767826693659684,0.08490939117940327,57481,
493,500.0,251.19,6.192563934057951,0.08448484422350626,57981,
494,500.0,253.25,10.787702120244504,0.08406242000238873,58481,
495,500.0,255.71,5.131534758120775,0.08364210790237678,58981,
496,500.0,256.66,6.352670775651932,0.0832238973628649,59481,
497,500.0,261.5,7.373272197306156,0.08280777787605056,59981,
498,15.0,260.39,13.358841673533123,0.08239373898667031,59996,
499,228.0,260.2,9.533365739280718,0.08198177029173696,60224,
500,37.0,260.37,7.7664537639231295,0.08157186144027828,60261,420.7
